Id,Id Empresa,Nome Empresa,URL Empresa,Nome da Vaga,Tipo,Publicado,Dead Line,Remoto?,Cidade,Estado,Regime,URL Vaga,Nova Adição
8812960,29110,Grupo Direcional Engenharia,Not,ESTAGIÁRIO DE DADOS,internship,14/03/2025,13/05/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://direcionalengenharia.gupy.io/job/eyJqb2JJZCI6ODgxMjk2MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8808870,17659,BMA - Barbosa Müssnich Aragão,Not,Estagiário (a) Contencioso Tributário (RJ) ,internship,14/03/2025,13/05/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://bmatalentos.gupy.io/job/eyJqb2JJZCI6ODgwODg3MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8787781,2192,Beep Saúde ,Not,Estagiário de Suprimentos,internship,14/03/2025,10/05/2025,False,Rio de Janeiro,Rio de Janeiro,on-site,https://beepsaude.gupy.io/job/eyJqb2JJZCI6ODc4Nzc4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8720133,35809,MDS Group,Not,ESTAGIÁRIO,internship,14/03/2025,17/07/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://vemsermds.gupy.io/job/eyJqb2JJZCI6ODcyMDEzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8811748,1873,Unicesumar,Not,Tutor EAD - (Estágio/Convênio),effective,14/03/2025,13/05/2025,True,,,remote,https://unicesumaroficial.gupy.io/job/eyJqb2JJZCI6ODgxMTc0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8811091,3404,Piperz,Not,Pessoa Estagiária SDR Pré-vendas B2B | Remoto,vacancy_legal_entity,14/03/2025,13/05/2025,True,,,remote,https://piperz.gupy.io/job/eyJqb2JJZCI6ODgxMTA5MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8714140,43366,ANBIMA  ,Not,Estágio em Gestão de Produtos,internship,14/03/2025,26/04/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://anbima.gupy.io/job/eyJqb2JJZCI6ODcxNDE0MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8806974,47887,Grupo Afonso França,Not,Estágio em Engenharia Civil Rio de Janeiro RJ,internship,14/03/2025,30/09/2025,False,Rio de Janeiro,Rio de Janeiro,on-site,https://grupoafonsofranca.gupy.io/job/eyJqb2JJZCI6ODgwNjk3NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8705075,68360,ViV,Not,Programa de Estágio - Controladoria | Flamengo - RJ,effective,14/03/2025,31/05/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://vivsaude.gupy.io/job/eyJqb2JJZCI6ODcwNTA3NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8651128,68360,ViV,Not,Programa de Estágio Fiscal | Flamengo - RJ,internship,14/03/2025,15/05/2025,False,Rio de Janeiro,Rio de Janeiro,on-site,https://vivsaude.gupy.io/job/eyJqb2JJZCI6ODY1MTEyOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8812018,68347,Carreiras CXP Brasil,Not,Desenvolvedor Full Stack Sênior (PHP) ,vacancy_legal_entity,14/03/2025,13/05/2025,True,,,remote,https://cxpbrasil.gupy.io/job/eyJqb2JJZCI6ODgxMjAxOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8811911,68347,Carreiras CXP Brasil,Not,Desenvolvedor Full Stack Pleno (PHP),vacancy_legal_entity,14/03/2025,13/05/2025,True,,,remote,https://cxpbrasil.gupy.io/job/eyJqb2JJZCI6ODgxMTkxMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8811878,477,RankMyApp,Not,Supervisor de Customer Success / Key Account,effective,14/03/2025,13/05/2025,True,,,remote,https://rankmyapp.gupy.io/job/eyJqb2JJZCI6ODgxMTg3OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8808289,1949,Fluency Academy,Not,CX Operations| Analista de Dados e Métricas Júnior,effective,14/03/2025,25/06/2025,True,,,remote,https://fluencyacademy.gupy.io/job/eyJqb2JJZCI6ODgwODI4OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8801214,50527,VENHA SER #SANGUELARANJA 🧡🚀,Not,Desenvolvedor(a) Backend .NET - Sênior,effective,13/03/2025,12/05/2025,True,,,remote,https://fcamara.gupy.io/job/eyJqb2JJZCI6ODgwMTIxNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8803720,258,Afya ,Not,AFYA SP | Pessoa Desenvolvedora Backend SR,effective,13/03/2025,12/05/2025,True,,,remote,https://afya.gupy.io/job/eyJqb2JJZCI6ODgwMzcyMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8798193,50527,VENHA SER #SANGUELARANJA 🧡🚀,Not,Desenvolvedor Sênior Fullstack - Backend,effective,13/03/2025,11/05/2025,True,,,remote,https://fcamara.gupy.io/job/eyJqb2JJZCI6ODc5ODE5Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8788756,884,alt.bank,Not,Desenvolvedor Backend (Java) Sênior - Remoto,vacancy_legal_entity,13/03/2025,14/04/2025,True,,,remote,https://altbank.gupy.io/job/eyJqb2JJZCI6ODc4ODc1Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8595411,50561,WAM Group,Not,ANALISTA ADMINISTRATIVO ,effective,13/03/2025,06/04/2025,False,Armação dos Búzios,Rio de Janeiro,on-site,https://wamgroup.gupy.io/job/eyJqb2JJZCI6ODU5NTQxMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8802825,15712,Stocche Forbes Advogados,Not,Estagiário(a) - Financiamento de Projetos de Infraestrutura (RJ),internship,13/03/2025,12/05/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://stoccheforbes.gupy.io/job/eyJqb2JJZCI6ODgwMjgyNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8802436,37294,Limppano,Not,ESTAGIÁRIO - RECURSOS HUMANOS,internship,13/03/2025,12/06/2025,False,Rio de Janeiro,Rio de Janeiro,on-site,https://grupolimppano.gupy.io/job/eyJqb2JJZCI6ODgwMjQzNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8805712,51253,"LBCA - Lee, Brock, Camargo Advogados",Not,Estágio do 1° ao 2° ano em Direito no Rio Grande do Sul,internship,13/03/2025,31/03/2025,True,,,remote,https://lbca.gupy.io/job/eyJqb2JJZCI6ODgwNTcxMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8803764,32080,Grupo Ecoa,Not,Estágio em Importação,internship,13/03/2025,14/04/2025,False,Rio de Janeiro,Rio de Janeiro,hybrid,https://talentosgrupoecoa.gupy.io/job/eyJqb2JJZCI6ODgwMzc2NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
8796274,68443,Rede de Educação Notre Dame ,Not,Monitor (Estágio) - Anos Finais -  Colégio Notre Dame Recreio,internship,13/03/2025,31/03/2025,False,Rio de Janeiro,Rio de Janeiro,on-site,https://redenotredameeducacao.gupy.io/job/eyJqb2JJZCI6ODc5NjI3NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Não
